epoch,D_loss,G_loss
0.0,0.057913187660013014,8.495955399767558
1.0,0.05007965735278946,7.092022775522868
2.0,0.12862429575293013,4.971260713450114
3.0,0.18750351684788863,3.7743312077840168
4.0,0.20886103947510323,3.390217595545451
5.0,0.2088478514865041,3.321805223973592
6.0,0.22887689309616885,3.216708252207438
7.0,0.23654141410489876,3.031082454808553
8.0,0.23559728416601816,3.068562372334798
9.0,0.25999012134273847,2.905900416692098
10.0,0.2804595568021139,2.8391351163864136
11.0,0.31983226822813354,2.757046642367045
12.0,0.360025999657313,2.5202842192967734
13.0,0.4027099791407585,2.3877539211273193
14.0,0.4437041508515676,2.2812989584604897
15.0,0.46555274100701016,2.2102922575632733
16.0,0.5220903218070666,2.0465501276016234
17.0,0.5118077280481657,2.044298390897115
18.0,0.49844529005686444,2.02750518506368
19.0,0.6608643963177999,1.7505589742024739
20.0,0.6417575820763906,1.7862121744791666
21.0,0.6250924161434174,1.7812756647109986
22.0,0.5971893927733103,1.8299671203613281
23.0,0.747499240843455,1.6001803891499837
24.0,0.6861723794698715,1.6648432330449423
25.0,0.7146555976549784,1.6273666005452474
26.0,0.7362310646216075,1.6027055455525716
27.0,0.7799546804269155,1.5364251321156819
28.0,0.7415554153283437,1.572328079477946
29.0,0.7633029158910115,1.5447612941106161
30.0,0.8343401612281799,1.4374839083989461
31.0,0.7992072590351105,1.4497246217727662
32.0,0.7928648629188537,1.4683324895540872
33.0,0.8828160355408986,1.3638026049931844
34.0,0.8493199570655823,1.4114919027646382
35.0,0.8480634349664052,1.4053373209635416
36.0,0.9182892655690511,1.3187370132128398
37.0,0.9158000723203024,1.3286275204658509
38.0,0.8922116817156474,1.3658928453127543
39.0,0.9088427055517833,1.355868375492096
40.0,0.9142763141155243,1.354175958029429
41.0,0.8786531143665314,1.4092642003059388
42.0,0.8911004175662994,1.397472731367747
43.0,0.9088250029563903,1.375450706132253
44.0,0.9088396296819051,1.3800513270378112
45.0,0.9173704381783804,1.3585286526997884
46.0,0.8932135415236155,1.4208311576843262
47.0,0.9238946922302246,1.3821457021713257
48.0,0.8980869802316029,1.42280722061793
49.0,0.9028188718477885,1.4196292567888895
50.0,0.8956564466794332,1.4196268438975017
51.0,0.9243938399632772,1.387410930411021
52.0,0.9458779932339986,1.3303195347150167
53.0,0.897931924978892,1.4252334815979004
54.0,0.8818203104337057,1.4546383147239685
55.0,0.9183151920000712,1.3926638626098633
56.0,0.9179784461657207,1.3944204003651937
57.0,0.9094907155513764,1.4148554436683656
58.0,0.9135164505004882,1.4161381187121074
59.0,0.8769632291952769,1.487749925549825
60.0,0.8722762581030528,1.4915336469014486
61.0,0.8560444416205089,1.5150165781974791
62.0,0.8424977389971415,1.5467969459533693
63.0,0.8388328807989757,1.5611935302098592
64.0,0.8372096675872803,1.5759540383021038
65.0,0.8715904455661774,1.4871420592625937
66.0,0.9997144419352214,1.2542263134320577
67.0,0.9211719561894735,1.399694496790568
68.0,0.9043873485247295,1.445278558031718
69.0,0.8530182049115499,1.5562226309458416
70.0,0.8708047610441844,1.5144096682866415
71.0,0.9940660398801168,1.296881883875529
72.0,0.9601333021799723,1.3359068816184998
73.0,0.945193369738261,1.3684028131167094
74.0,0.9239335916519165,1.428196780236562
75.0,0.8919932851950327,1.4866679126739502
76.0,0.9869357784907024,1.3304286761919657
77.0,1.0224782142003377,1.2151272651354472
78.0,1.0086652329762777,1.2489487381617228
79.0,1.0122549149831137,1.2580651843070985
80.0,1.0738207403818767,1.1509799389839173
81.0,1.0438586342811584,1.2025565756797791
82.0,1.0017705684343974,1.269195239798228
83.0,0.972428941377004,1.3406054023106893
84.0,0.9576882643381754,1.3549901574134826
85.0,0.9477973083496094,1.3856049602190654
86.0,0.9367859128952026,1.388754706255595
87.0,0.9331193013827006,1.3883170474052429
88.0,0.9369059964497884,1.4048078666687012
89.0,0.923702176173528,1.4112496677398683
90.0,0.9211410370826721,1.4383173384984334
91.0,0.9151365368525187,1.4360410091400146
92.0,0.9103296285629272,1.4500703207333883
93.0,0.9118678143501282,1.4550170386314392
94.0,0.9026846960703532,1.4919482894261678
95.0,0.9034711935361226,1.4797878898620604
96.0,0.8938080339749654,1.51574065729777
97.0,0.8899558837095897,1.5086153427124023
98.0,1.0050418438911437,1.2878712432543438
99.0,0.9797217426300049,1.3562431339581806
